video_id,start_time,end_time,filename,phrase,word_boundaries,neg_files,num_frames,score,correct_2spk,correct_4spk,correct_6spk
yFEb4BME4tE,224.16,227.04,yFEb4BME4tE_224.160000-227.040000/00000,able to manage ourselves and manage expectations,"[['able', 0, 4], ['to', 5, 7], ['manage', 9, 17], ['ourselves', 18, 30], ['and', 40, 42], ['manage', 44, 51], ['expectations', 53, 72]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
Kd61Nan8nmw,108.4867,111.4867,Kd61Nan8nmw_108.486700-111.486700/00000,gods existence they really understood that,"[['gods', 0, 8], ['existence', 9, 22], ['they', 34, 41], ['really', 43, 54], ['understood', 57, 70], ['that', 72, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
zA8_hWE9Qrs,241.246,244.086,zA8_hWE9Qrs_241.246000-244.086000/00000,for your own education the other thing,"[['for', 0, 3], ['your', 3, 7], ['own', 9, 12], ['education', 16, 32], ['the', 32, 64], ['other', 64, 67], ['thing', 68, 71]]","['Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000', 'yFEb4BME4tE_224.160000-227.040000/00000']",73,,,,
6b8aekOT3Po,270.523067,273.443067,6b8aekOT3Po_270.523067-273.443067/00000,north america customers are charged for outgoing,"[['north', 0, 5], ['america', 6, 18], ['customers', 35, 44], ['are', 45, 47], ['charged', 47, 54], ['for', 55, 58], ['outgoing', 61, 73]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', 'aT6UHJhmG38_188.255167-191.255167/00000']",76,,,,
9j1C9Lf9z7A,294.28,297.4,9j1C9Lf9z7A_294.280000-297.400000/00000,model is now replaced with a zoom function which will give you,"[['model', 0, 7], ['is', 19, 30], ['now', 31, 34], ['replaced', 34, 41], ['with', 43, 47], ['a', 50, 52], ['zoom', 53, 59], ['function', 60, 67], ['which', 67, 70], ['will', 70, 73], ['give', 73, 75], ['you', 76, 78]]","['stSeGmIcoZM_286.404000-289.484000/00000', 'yFEb4BME4tE_66.720000-69.840000/00000', 'OlAO9Ho-N58_90.863267-93.943267/00000', '0YTOCK5V4R8_104.720000-107.840000/00000', '02PPZ3EAnak_39.033333-42.113333/00001']",79,"[0.9958157, 0.8241082, 0.8148889]",0.0,0.0,0.0
2HrRDJHeJmE,259.2,262.2,2HrRDJHeJmE_259.200000-262.200000/00000,engineering serendipity in our workplaces in our,"[['engineering', 0, 15], ['serendipity', 20, 37], ['in', 42, 44], ['our', 45, 47], ['workplaces', 48, 66], ['in', 70, 71], ['our', 72, 75]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
Y9mY3unDZfs,270.683067,273.603067,Y9mY3unDZfs_270.683067-273.603067/00000,book now that is a simile there,"[['book', 0, 5], ['now', 49, 51], ['that', 52, 55], ['is', 56, 58], ['a', 59, 60], ['simile', 61, 69], ['there', 70, 73]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,,,,
f2gbU9Q5Rh8,132.2309,134.1109,f2gbU9Q5Rh8_132.230900-134.110900/00000,pay off the lowest credit card,"[['pay', 0, 7], ['off', 11, 14], ['the', 15, 17], ['lowest', 19, 29], ['credit', 33, 39], ['card', 40, 47]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', '14voWHiySSY_244.446000-246.366000/00000']",50,,,,
D8PHz7GfZrY,274.393333,277.393333,D8PHz7GfZrY_274.393333-277.393333/00000,instructors dining area and they had drill instructor,"[['instructors', 0, 15], ['dining', 16, 24], ['area', 27, 34], ['and', 46, 48], ['they', 49, 51], ['had', 52, 56], ['drill', 57, 62], ['instructor', 63, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
kTyE_PMahX8,188.117033,190.477033,kTyE_PMahX8_188.117033-190.477033/00000,okay now if you have that you take the shape that youre left with,"[['okay', 0, 5], ['now', 6, 9], ['if', 10, 11], ['you', 11, 14], ['have', 14, 17], ['that', 18, 22], ['you', 23, 26], ['take', 26, 30], ['the', 31, 34], ['shape', 36, 41], ['that', 42, 45], ['youre', 45, 50], ['left', 51, 55], ['with', 56, 59]]","['Y4dojl8Qt7Q_277.163267-279.563267/00000', 'NhiN4J2LFKs_27.356633-29.756633/00000', 'OUkQGGqI11k_188.734000-191.054000/00000', 'eCRC6ItsAdQ_74.566067-77.006067/00000', 'AFxyr9_DiG8_151.936533-154.416533/00000']",61,"[0.9920412, 0.8978721, 0.51725113]",1.0,1.0,1.0
ygQOmVVfAeY,39.8195,41.6595,ygQOmVVfAeY_39.819500-41.659500/00000,now how many of you,"[['now', 0, 4], ['how', 28, 31], ['many', 32, 37], ['of', 38, 39], ['you', 41, 46]]","['Ydz4Az9aeiY_275.043267-276.883267/00000', 'yY25iPNFvIU_79.683333-81.523333/00000', 'Ydz4Az9aeiY_70.143167-71.983167/00000', 'DKRkxGpono0_131.406667-133.246667/00000', 'AzSutepklXI_114.834567-116.634567/00000']",48,,,,
qJMcm3PCPRc,4.5634,7.4034,qJMcm3PCPRc_4.563400-7.403400/00000,four key factors that the research,"[['four', 0, 9], ['key', 13, 20], ['factors', 23, 38], ['that', 42, 47], ['the', 56, 59], ['research', 59, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
7bA_7yY8X6I,86.778467,89.738467,7bA_7yY8X6I_86.778467-89.738467/00000,and now also monthly in new york and paris and,"[['and', 0, 1], ['now', 2, 5], ['also', 7, 13], ['monthly', 14, 24], ['in', 24, 25], ['new', 30, 32], ['york', 33, 40], ['and', 46, 49], ['paris', 50, 61], ['and', 72, 74]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
OtVgSl6hA28,227.96,230.84,OtVgSl6hA28_227.960000-230.840000/00000,be recuperated to historical phenomena that i,"[['be', 0, 2], ['recuperated', 3, 16], ['to', 17, 19], ['historical', 20, 32], ['phenomena', 34, 53], ['that', 67, 70], ['i', 71, 72]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000', 'yFEb4BME4tE_224.160000-227.040000/00000']",73,,,,
z1PG7kweHvU,68.473333,71.193333,z1PG7kweHvU_68.473333-71.193333/00000,scenario you might need multiple scopes so were going to walk through those,"[['scenario', 0, 9], ['you', 10, 12], ['might', 13, 16], ['need', 16, 19], ['multiple', 20, 28], ['scopes', 28, 36], ['so', 45, 47], ['were', 47, 50], ['going', 50, 53], ['to', 53, 55], ['walk', 55, 59], ['through', 60, 64], ['those', 64, 68]]","['rBJBi8oyG18_30.280000-33.160000/00000', 'q1uvlXzRr-M_212.200000-215.040000/00000', '1Ifv_9s7LSA_250.880000-253.680000/00000', 'VatdgxYB9c0_215.200000-218.000000/00000', 'JRA2vrX7f9Y_236.240000-239.040000/00000']",70,"[0.88475907, 0.8604971, 0.80696976]",0.0,0.0,0.0
wrI-8PiOzYU,63.985,66.865,wrI-8PiOzYU_63.985000-66.865000/00000,feel your cheeks smiling feeling your,"[['feel', 0, 4], ['your', 5, 9], ['cheeks', 11, 18], ['smiling', 25, 37], ['feeling', 38, 67], ['your', 68, 72]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
gToY5S1Drv4,256.673733,258.593733,gToY5S1Drv4_256.673733-258.593733/00000,necessarily the same thing accuracy,"[['necessarily', 0, 14], ['the', 15, 17], ['same', 18, 24], ['thing', 26, 32], ['accuracy', 38, 48]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', '14voWHiySSY_244.446000-246.366000/00000']",50,,,,
qJMcm3PCPRc,4.5634,7.4034,qJMcm3PCPRc_4.563400-7.403400/00000,four key factors that the research,"[['four', 0, 9], ['key', 13, 20], ['factors', 23, 38], ['that', 42, 47], ['the', 56, 59], ['research', 59, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,"[0.9751775, 0.42533162, 0.38348013]",1.0,1.0,1.0
5-Gbz8QC4zw,278.551167,283.511167,5-Gbz8QC4zw_278.551167-283.511167/00000,cell phones ipods tablets and all other electronic devices during,"[['cell', 0, 7], ['phones', 8, 19], ['ipods', 29, 44], ['tablets', 52, 64], ['and', 69, 71], ['all', 76, 80], ['other', 82, 87], ['electronic', 88, 102], ['devices', 103, 116], ['during', 117, 124]]","['rTmvQKJCSls_274.560000-279.520000/00000', 'Hvvwqm4GAYc_221.007000-226.007000/00001', 'AyeJUgGHIAA_143.680000-148.760000/00000', '4KFTacxqkcQ_127.040000-132.160000/00000', 'AaWFxbOoTXU_286.459267-291.259267/00000']",126,"[0.99999857, 0.5407276, 0.78714097]",1.0,1.0,0.0
tQGXUc9g4Bo,250.543267,252.463267,tQGXUc9g4Bo_250.543267-252.463267/00001,i think car dealers have,"[['i', 0, 11], ['think', 12, 17], ['car', 30, 35], ['dealers', 36, 44], ['have', 45, 48]]","['IG7xDUyOqmU_106.208000-108.208000/00000', '9abjsU7ibvE_283.341100-285.301100/00000', 'acu6sf807QQ_141.774167-143.694167/00000', 'bwmWHV79vTQ_55.260267-57.220267/00000', 'ulLwMrZ-_Jo_159.542300-161.462300/00000']",51,,,,
GHRFKm37DO4,225.418167,228.218167,GHRFKm37DO4_225.418167-228.218167/00002,focus was around the pc platform,"[['focus', 0, 11], ['was', 12, 16], ['around', 17, 25], ['the', 26, 35], ['pc', 43, 53], ['platform', 54, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000']",72,,,,
LTibYCLDhUE,275.523067,278.483067,LTibYCLDhUE_275.523067-278.483067/00000,all this oxygen come from lets,"[['all', 0, 3], ['this', 5, 9], ['oxygen', 14, 25], ['come', 28, 33], ['from', 35, 40], ['lets', 70, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
NyvKQVIJdes,163.207833,165.007833,NyvKQVIJdes_163.207833-165.007833/00000,the days of the high concentration,"[['the', 0, 2], ['days', 3, 13], ['of', 15, 16], ['the', 17, 19], ['high', 20, 25], ['concentration', 26, 45]]","['YhK7opcG6ao_97.123533-98.843533/00000', 'FQ0UwvWltrY_55.280000-57.080000/00000', 'mj3Tt0uratA_170.749300-172.509300/00000', 'CF2HyCYJrFU_170.122567-171.882567/00000', '1kgrbYCHspE_293.786267-295.506267/00001']",46,,,,
GMRruWizmPU,273.745767,276.745767,GMRruWizmPU_273.745767-276.745767/00000,can do is designing the capacity of the behavior,"[['can', 0, 3], ['do', 4, 10], ['is', 17, 19], ['designing', 21, 34], ['the', 35, 38], ['capacity', 39, 54], ['of', 56, 58], ['the', 59, 62], ['behavior', 63, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
jnsuH9_qYyA,33.3727,37.7327,jnsuH9_qYyA_33.372700-37.732700/00000,rid of your activities essay and now instead of topic of choice you have to,"[['rid', 0, 6], ['of', 8, 10], ['your', 11, 14], ['activities', 16, 29], ['essay', 32, 54], ['and', 55, 56], ['now', 62, 69], ['instead', 71, 79], ['of', 80, 81], ['topic', 82, 90], ['of', 91, 92], ['choice', 94, 100], ['you', 101, 102], ['have', 103, 106], ['to', 106, 109]]","['oNV0SJoxrQY_270.658289-274.978289/00000', 'RlM4HGpDBhg_129.328800-133.728800/00000', 'Z_uF3axOMGE_233.766067-238.126067/00000', 'sNgJ874MOss_248.840000-253.120000/00000', 'IQMIZ96UQR0_16.853467-21.093467/00000']",111,"[0.8825721, 0.7898825, 0.7647576]",1.0,1.0,1.0
z3dQl6vA3Pk,279.038,281.598,z3dQl6vA3Pk_279.038000-281.598000/00001,a tele but they just have a little bit more,"[['a', 0, 1], ['tele', 2, 12], ['but', 40, 42], ['they', 43, 45], ['just', 46, 48], ['have', 48, 51], ['a', 52, 53], ['little', 54, 57], ['bit', 57, 60], ['more', 60, 64]]","['_x2BRX8ENN8_286.440000-289.040000/00000', 'PQlfPdMygVA_164.476567-167.036567/00000', '5oPRLH4eLuc_266.439467-268.999467/00001', 't7XDya5-W10_69.240267-71.800267/00000', 'AlgNFYsBrV4_67.733367-70.253367/00000']",66,"[0.821691, 0.7687665, 0.76872367]",0.0,0.0,0.0
YsgC5214VVQ,211.3698,214.8498,YsgC5214VVQ_211.369800-214.849800/00000,years second form participates in freshman orientation by climbing on the,"[['years', 0, 5], ['second', 6, 13], ['form', 14, 20], ['participates', 21, 35], ['in', 36, 38], ['freshman', 39, 48], ['orientation', 49, 64], ['by', 71, 74], ['climbing', 75, 82], ['on', 83, 85], ['the', 85, 87]]","['UPA_K0ehpPk_5.910000-9.430000/00000', 'eWt2ibTKdFI_44.377000-47.897000/00000', 'FyOCDAY6av4_45.811867-49.251867/00001', 'TvteDoRSRr8_61.049956-64.569956/00000', 'UPA_K0ehpPk_25.465000-28.945000/00000']",90,"[0.9169013, 0.661633, 0.50937366]",1.0,1.0,1.0
OI5FhTcrIsE,14.82,17.06,OI5FhTcrIsE_14.820000-17.060000/00000,understand the opening song but then i did understand the,"[['understand', 0, 9], ['the', 10, 12], ['opening', 14, 22], ['song', 23, 30], ['but', 31, 33], ['then', 34, 37], ['i', 38, 38], ['did', 39, 43], ['understand', 44, 53], ['the', 54, 56]]","['hsNAos3Yubc_180.305000-182.465000/00000', 'NpAajS0tVKI_265.160000-267.280000/00000', '9gA61tb284M_131.928000-134.128000/00000', 'auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000']",55,"[0.9329105, 0.77010506, 0.7608125]",1.0,0.0,0.0
qfWMtXJ00Ks,191.6889,193.6889,qfWMtXJ00Ks_191.688900-193.688900/00000,action always know what the right thing,"[['action', 0, 9], ['always', 22, 30], ['know', 31, 34], ['what', 35, 37], ['the', 38, 40], ['right', 41, 45], ['thing', 46, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000']",52,"[0.7551727, 0.68623686, 0.62795985]",0.0,0.0,0.0
v7uM_JArHNQ,99.392067,103.232067,v7uM_JArHNQ_99.392067-103.232067/00000,clean it all the time this completely eliminates that i recommend,"[['clean', 0, 5], ['it', 5, 7], ['all', 7, 10], ['the', 11, 13], ['time', 14, 19], ['this', 21, 25], ['completely', 38, 51], ['eliminates', 54, 65], ['that', 66, 71], ['i', 82, 84], ['recommend', 85, 96]]","['WRadGRdkAIQ_172.940000-176.780000/00000', 'KJqsyoVYdLw_175.673000-179.673000/00000', 'EuHPOR3NTbM_34.231800-38.031800/00000', 'Ydz4Az9aeiY_82.335067-86.215067/00000', '5GXOJPKidrA_246.438367-250.198367/00000']",98,"[0.99955624, 0.99768484, 0.96007144]",1.0,1.0,1.0
WSH8Utmak58,222.754,228.674,WSH8Utmak58_222.754000-228.674000/00000,second study we found that someone who effectively used humor they were not only perceived,"[['second', 0, 9], ['study', 10, 22], ['we', 35, 38], ['found', 41, 50], ['that', 52, 57], ['someone', 67, 73], ['who', 73, 76], ['effectively', 77, 88], ['used', 91, 95], ['humor', 95, 104], ['they', 115, 118], ['were', 119, 121], ['not', 122, 124], ['only', 126, 131], ['perceived', 133, 148]]","['vj9IZ-yqAfI_292.939233-298.899233/00000', 'YaG_ljfzeUw_161.798000-167.718000/00000', 'Tqrfa-kEGJI_2.127833-8.007833/00000', 'lRG5o4FKeI0_62.586833-68.626833/00000', 'hGgbpmRnp88_283.254267-289.334267/00000']",151,"[0.78571326, 0.78462946, 0.75686675]",1.0,1.0,1.0
AlgNFYsBrV4,67.733367,70.253367,AlgNFYsBrV4_67.733367-70.253367/00000,as well so that way then you can say oh this is that,"[['as', 0, 2], ['well', 3, 8], ['so', 16, 19], ['that', 20, 23], ['way', 24, 27], ['then', 27, 30], ['you', 31, 33], ['can', 33, 37], ['say', 37, 41], ['oh', 44, 47], ['this', 51, 54], ['is', 56, 58], ['that', 59, 63]]","['_x2BRX8ENN8_286.440000-289.040000/00000', 'PQlfPdMygVA_164.476567-167.036567/00000', '5oPRLH4eLuc_266.439467-268.999467/00001', 't7XDya5-W10_69.240267-71.800267/00000', 'z3dQl6vA3Pk_279.038000-281.598000/00001']",66,"[0.83113563, 0.3557007, 0.29960242]",1.0,0.0,0.0
SIUXzHU2fHE,180.12,184.8,SIUXzHU2fHE_180.120000-184.800000/00000,for example in japan and other asian countries the way they do business is very,"[['for', 0, 3], ['example', 5, 16], ['in', 31, 33], ['japan', 34, 49], ['and', 53, 56], ['other', 59, 64], ['asian', 67, 73], ['countries', 74, 83], ['the', 87, 90], ['way', 91, 94], ['they', 95, 98], ['do', 99, 102], ['business', 103, 110], ['is', 111, 112], ['very', 113, 117]]","['uzgdaJCf0Mk_229.006933-233.646933/00000', 'p5kMp9e-7kU_262.382000-267.062000/00000', '28LMoYP2CB8_205.353333-209.993333/00000', 'irP5RCdpilc_161.320200-165.920200/00000', 'LgyPB9SK-jY_191.576167-196.136167/00000']",118,"[0.92239684, 0.89178824, 0.6334004]",1.0,1.0,0.0
xeAdUEIb_ys,70.48,73.28,xeAdUEIb_ys_70.480000-73.280000/00000,so the topic of our talk is the functional,"[['so', 0, 7], ['the', 25, 26], ['topic', 27, 34], ['of', 35, 37], ['our', 39, 43], ['talk', 44, 51], ['is', 53, 55], ['the', 56, 58], ['functional', 59, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'GHRFKm37DO4_225.418167-228.218167/00002']",72,,,,
N9ZBM-sh-ec,210.2498,212.0498,N9ZBM-sh-ec_210.249800-212.049800/00000,not maximum volume so just one,"[['not', 0, 5], ['maximum', 7, 19], ['volume', 20, 30], ['so', 31, 34], ['just', 35, 38], ['one', 42, 45]]","['P6myrg6QCLk_65.965900-67.765900/00000', 'x9hSsX9sTOs_54.449800-56.249800/00000', 'LXbUrJ59NVc_75.511400-77.311400/00000', 'w7wgIZJsUUI_101.438333-103.238333/00000', '0iRZiM4reRk_138.343233-140.143233/00000']",47,,,,
GPjJiUsoy7g,183.16,185.16,GPjJiUsoy7g_183.160000-185.160000/00000,theres no progesterone to balance it out and then you,"[['theres', 0, 4], ['no', 5, 8], ['progesterone', 9, 24], ['to', 24, 26], ['balance', 27, 33], ['it', 34, 36], ['out', 38, 40], ['and', 41, 43], ['then', 44, 46], ['you', 47, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000']",52,,,,
wCNyuLdwUxI,77.236,80.036,wCNyuLdwUxI_77.236000-80.036000/00000,indexing for ios google can help iphone,"[['indexing', 0, 10], ['for', 10, 13], ['ios', 17, 30], ['google', 41, 50], ['can', 51, 55], ['help', 55, 60], ['iphone', 64, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000']",72,,,,
i4uSehcmtLA,115.48,118.48,i4uSehcmtLA_115.480000-118.480000/00000,from being science advisors for governments come,"[['from', 0, 6], ['being', 8, 17], ['science', 22, 32], ['advisors', 33, 47], ['for', 49, 53], ['governments', 55, 68], ['come', 71, 75]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
V232eL-YV38,241.606433,243.246433,V232eL-YV38_241.606433-243.246433/00000,use this on the couch,"[['use', 0, 4], ['this', 4, 8], ['on', 11, 27], ['the', 27, 30], ['couch', 30, 41]]","['gcevPhfNEtM_203.088000-204.768000/00000', 'A1zP7qrcOFk_35.850300-37.530300/00000', 'nWjCcjO17ag_48.240000-49.920000/00000', 'tOD0LwrT2Gs_294.580000-296.300000/00000', 'ZQPUxpHdZBc_1.307933-2.987933/00000']",44,,,,
SFYAMA7NzvA,186.158,188.038,SFYAMA7NzvA_186.158000-188.038000/00001,i actually know this i have,"[['i', 0, 3], ['actually', 20, 30], ['know', 31, 35], ['this', 36, 40], ['i', 42, 43], ['have', 44, 47]]","['4LrBiH96so4_296.761933-298.601933/00000', 'G8EEcKGegPA_230.620000-232.500000/00001', 'qGUG89cXB7s_107.572167-109.412167/00000', 'vakvdtCNLHI_101.080000-103.000000/00000', '_1NZnypGpvg_218.889800-220.769800/00000']",49,,,,
xdJt09SlKG0,16.022,20.582,xdJt09SlKG0_16.022000-20.582000/00000,so the gcf is finding the greatest common factor of two or,"[['so', 0, 7], ['the', 8, 9], ['gcf', 16, 34], ['is', 49, 51], ['finding', 54, 63], ['the', 64, 67], ['greatest', 68, 77], ['common', 78, 85], ['factor', 86, 97], ['of', 99, 101], ['two', 104, 110], ['or', 111, 114]]","['irP5RCdpilc_161.320200-165.920200/00000', 'LgyPB9SK-jY_191.576167-196.136167/00000', 'uzgdaJCf0Mk_229.006933-233.646933/00000', 'SIUXzHU2fHE_180.120000-184.800000/00000', 'p5kMp9e-7kU_262.382000-267.062000/00000']",116,"[0.99989104, 0.9819058, 0.9349905]",1.0,1.0,1.0
UIOll_rK03o,296.863,299.663,UIOll_rK03o_296.863000-299.663000/00001,to not only abstraction but also,"[['to', 0, 7], ['not', 23, 27], ['only', 31, 37], ['abstraction', 41, 57], ['but', 58, 62], ['also', 62, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000']",72,,,,
